,ean_hotel_id,name,address,city,state_province,postal_code,latitude,longitude,rating,highest_room_rate,lowest_room_rate
71,492753,Comfort Inn Brooklyn,3218 Emmons Ave,Brooklyn,NY,11235,40.58415,-73.93244,2.5,260.0306,170.0139
72,545381,Sleep Inn Coney Island,2586 Stillwell Ave,Brooklyn,NY,11223,40.58456,-73.98298,2,175.37,174.37
73,541165,Wyndham Garden Brooklyn Sunset Park,457 39th Street,Brooklyn,NY,11232,40.65175,-74.0047,4,319.31,251.31
74,579402,Hipster's Cove Bed & Breakfast,1300 Sterling Place,Brooklyn,NY,11213,40.67171,-73.9355,2.5,70.16,69.16
75,575179,EVEN Hotel Brooklyn,46 Nevins Street,Brooklyn,NY,11217,40.68745,-73.98174,4,197.47,144.47
76,588558,Hilton Brooklyn New York,140 Schermerhorn Street,Brooklyn,NY,11201,40.68979,-73.98813,4,264.45,249.45
77,606740,1 Hotel Brooklyn Bridge,60 Furman Street,Brooklyn,NY,11201,40.70164,-73.99553,5,893.13,297
78,574577,The Justice Manor,154 Washington Ave,Brooklyn,NY,11205,40.69408,-73.96703,3,250.06,150.05
79,560109,Your NYC Vacation,61 Jefferson Avenue,Brooklyn,NY,11216,40.68274,-73.95481,3.5,0,0
80,571573,Howard Johnson Brooklyn,524 Rockaway Avenue,Brooklyn,NY,11212,40.66712,-73.91037,2.5,399.6861,299.5143
81,593037,La Quinta Inn & Suites Brooklyn - Williamsburg,437 Union Avenue,Brooklyn,NY,11211,40.71323,-73.95153,2.5,159.8902,158.8902
82,574283,Franklin Guesthouse,214 Franklin Street,Brooklyn,NY,11222,40.73305,-73.95812,3,349.48,249.48
83,621717,Bogart Hotel,19 Bogart Street,Brooklyn,NY,11206,40.70385,-73.93318,2.5,115.72,114.72
84,630346,Hotel RL by Red Lion Brooklyn,1080 Broadway,Brooklyn,NY,11221,40.69429,-73.93105,3,159.43,134.43
85,668894,La Quinta Inn & Suites Brooklyn Central,1229 Atlantic Avenue,Brooklyn,NY,11216,40.67862,-73.95015,2.5,0,0
86,675714,Illumination Bed & Breakfast,138 Saint James Place,Brooklyn,NY,11238,40.68579,-73.96457,2.5,121.309,120.309
87,677501,Bright 3BR in Williamsburg by Sonder,Grand Street and Humboldt St,Brooklyn,NY,11211,40.71179,-73.94223,3.5,0,0
88,421762,SpringHill Suites by Marriott New York LaGuardia Airport,112-15 Northern Boulevard,Corona,NY,11368,40.75815,-73.85739,2.5,190.01,189.01
89,196366,Holiday Inn LaGuardia Airport,37-10 114th Street,Corona,NY,11368,40.75455,-73.85364,3,399.49,179.49
90,646278,Corona Hotel,112-23 Roosevelt Avenue,Corona,NY,11368,40.75244,-73.85379,2.5,145.2195,129.3064
91,310636,Hampton Inn New York - LaGuardia Airport,102-40 Ditmars Blvd,East Elmhurst,NY,11369,40.7683,-73.86758,2.5,189.22,161.23
92,148864,LaGuardia Plaza Hotel,104-04 Ditmars Blvd,East Elmhurst,NY,11369,40.76774,-73.86656,3.5,289.23,237.23
93,106443,New York LaGuardia Airport Marriott,102-05 Ditmars Boulevard,East Elmhurst,NY,11369,40.76842,-73.8676,3.5,209.43,189.43
94,107364,Airway Inn at LaGuardia,82-20 Astoria Blvd,East Elmhurst,NY,11370,40.7644,-73.88697,1.5,145.42,125.42
95,325471,Comfort Inn LaGuardia Airport - 83rd St,2345 83rd St,East Elmhurst,NY,11370,40.76585,-73.88627,2.5,181.4,180.4
96,126855,Courtyard New York LaGuardia Airport,9010 Ditmars Blvd,East Elmhurst,NY,11369,40.76931,-73.88026,3,249.16,169.16
97,152230,The Landing at LaGuardia,9400 Ditmars Blvd,East Elmhurst,NY,11369,40.76912,-73.87631,2.5,175,155
98,534327,NYC Summer Dorms Queens,22-40 90th Street,East Elmhurst,NY,11369,40.76743,-73.88227,2,100,99
99,509401,Hotel Q New York,76-01 Queens Blvd,Elmhurst,NY,11373,40.73928,-73.88947,2.5,130,113.994
100,543633,AnYi Guesthouse JFK,169 Beach 62nd Street,Far Rockaway,NY,11692,40.59083,-73.79125,2.5,121,120
101,556678,La Quinta Inn & Suites Far Rockaway - JFK Airport,4317 Rockaway Beach Blvd.,Far Rockaway,NY,11691,40.59369,-73.77518,2.5,135.0164,125.0158
102,345975,Red Roof Inn Flushing New York - LaGuardia Airport,36-31 Prince St,Flushing,NY,11354,40.76142,-73.83289,2,131.44,130.44
103,237872,Flushing Central Hotel,135-33 38th Avenue,Flushing,NY,11354,40.76064,-73.83121,2,119.32,100.32
104,212041,Best Western Queens Court Hotel,133-51 39th Avenue,Flushing,NY,11354,40.76086,-73.82807,2.5,179.99,153.09
105,420542,Asiatic Hotel by LaGuardia Airport,135-21 37th Avenue,Flushing,NY,11354,40.76113,-73.83228,2,129.36,109.36
106,205267,Holiday Inn Express Laguardia Airport,113-10 Horace Harding Expressway,Flushing,NY,11368,40.73887,-73.84861,2.5,159.38,149.38
107,206816,Prince Flushing Hotel,133-43 37th Avenue,Flushing,NY,11354,40.76065,-73.83364,2.5,140.34,139.34
108,128591,Sheraton LaGuardia East Hotel,135-20 39th Ave,Flushing,NY,11354,40.75983,-73.83184,3.5,823.1216,269.8385
109,203455,Fairfield Inn by Marriott LaGuardia Airport/Flushing,2866 College Point Blvd,Flushing,NY,11354,40.77146,-73.84408,2.5,169.149,159.1408
110,462419,Flushing Ymca,138-46 Northern Blvd.<U+00A0>,Flushing,NY,11354,40.76419,-73.82648,2,107.1,97.1
111,446007,The Parc Hotel,3916 College Point Blvd,Flushing,NY,11354,40.75842,-73.83437,2.5,249.0377,139.0244
112,446644,Hyatt Place Flushing/LaGuardia Airport,133-42 39th Avenue,Flushing,NY,11354,40.75946,-73.83297,3,360.43,359.43
113,452803,Ramada Flushing Queens,3627 Prince St,Flushing,NY,11354,40.76154,-73.83292,2,291.05,156.54
114,543637,AnYi Guesthouse Flushing,38 Avenue and Prince Street,Flushing,NY,11354,40.76032,-73.83269,2.5,101,100
115,557122,AnYi Guesthouse LaGuardia,62nd Road 136th Street,Flushing,NY,11367,40.74064,-73.82811,2.5,95.0783,69.0569
116,243251,Marco LaGuardia Hotel by Lexington,137-07 Northern Boulevard,Flushing,NY,11354,40.76335,-73.83092,3.5,199.0249,159.021
117,666812,Wyndham Garden Fresh Meadows Flushing,6127 186th St,Fresh Meadows,NY,11365,40.73915,-73.78755,3.5,178.37,94.4
118,669604,Courtyard New York Queens/fresh Meadows,18315 Horace Harding Expy,Fresh Meadows,NY,11365,40.74016,-73.7904,3,0,0
119,676427,Fairfield Inn & Suites New York Queens/Fresh Meadows,183-31 Horace Harding Expy,Fresh Meadows,NY,11365,40.73994,-73.79122,2.5,0,0
120,385631,Surfside Motel,164-33 CROSSBAY BLVD,Howard Beach,NY,11414,40.64987,-73.83745,2,214.43,128.43
121,211069,Best Western JFK Airport Hotel,14425 153rd Ln,Jamaica,NY,11434,40.6656,-73.78492,2.5,209.0109,170.0594
122,197453,Hampton Inn JFK Airport,144-10 135th Avenue,Jamaica,NY,11436,40.66789,-73.79471,3,195.0094,194.0094
123,256601,Lexington Inn JFK Airport,138 05 Jamaica Ave,Jamaica,NY,11435,40.7025,-73.81506,2.5,151.37,150.37
124,271672,Ramada Jamaica/Queens,164-40 Hillside Ave,Jamaica,NY,11432,40.7092,-73.79764,2.5,415.17,414.17
125,440185,Howard Johnson Jamaica NY Near AirTrain JFK,139-09 Archer Ave.,Jamaica,NY,11435,40.69947,-73.81103,2.5,169.99,109.99
126,206848,Holiday Inn Express Kennedy Airport,153-70 S Conduit Ave,Jamaica,NY,11434,40.66639,-73.78475,2.5,214.44,157.44
127,407437,Sleep Inn JFK Airport Rockaway Blvd,153-75 Rockaway Blvd,Jamaica,NY,11434,40.6685,-73.78148,2,146.0082,145.0082
128,163814,Radisson Hotel JFK Airport,135-30 140th Street,Jamaica,NY,11436,40.6679,-73.79845,3.5,240.0919,195.0571
129,193716,Courtyard by Marriott New York JFK Airport,145-11 N Conduit Ave,Jamaica,NY,11436,40.66743,-73.79386,3,175.3,174.3
130,202199,Fairfield Inn by Marriott JFK Airport,156 08 Rockaway Blvd,Jamaica,NY,11434,40.66667,-73.77991,3,233.9109,148.9574
131,107234,Hilton New York JFK Airport,144-02 135th Avenue,Jamaica,NY,11436,40.66833,-73.7963,3.5,419.0217,279.0145
132,218221,Best Western Jamaica Inn,8707 Van Wyck Expy,Jamaica,NY,11435,40.70574,-73.81753,2.5,140.33,130.33
133,436969,Holiday Inn New York JFK Airport Area,154-71 Brookville Boulevard Rosedal,Jamaica,NY,11422,40.63995,-73.74374,3,204.0099,169.0088
134,379236,Sleep Inn JFK Airport,177-08 Liberty Ave,Jamaica,NY,11433,40.70545,-73.78258,2,148.6222,117.0964
135,231628,Days Inn JFK Airport,144-26 153rd Court,Jamaica,NY,11434,40.66563,-73.78404,2,119.1554,118.1554
136,226886,Knights Inn JFK,139-01 Jamaica Ave,Jamaica,NY,11435,40.70245,-73.81246,2,162.059,131.6716
137,112993,Crowne Plaza JFK Airport New York City,138-10 135th Ave,Jamaica,NY,11436,40.6678,-73.79943,3.5,219.0114,170.1086
138,198226,Howard Johnson Inn Jamaica JFK Airport NYC,153-95 Rockaway Blvd,Jamaica,NY,11434,40.66839,-73.78138,2,228.4597,96.673
139,414787,Garden Inn & Suites,151-20 Baisley Blvd,Jamaica,NY,11434,40.66773,-73.78682,2,100,99
140,200950,JFK Inn,154-10 S Conduit Ave,Jamaica,NY,11434,40.66659,-73.78221,2,159,139
141,482099,Comfort Inn,89-34 162nd Street,Jamaica,NY,11432,40.70573,-73.79857,2.5,169.39,149.39
142,431319,Super 8 Jamaica North Conduit,15167 N Conduit Ave,Jamaica,NY,11434,40.66737,-73.78337,2,129.34,109.34
143,351674,Jets Motor Inn,13906 Queens Blvd,Jamaica,NY,11435,40.70631,-73.81685,2,222.3136,141.7133
144,496002,Rodeway Inn Near JFK Airport,136-05 Cranston Street,Jamaica,NY,11434,40.66813,-73.78336,2,135.0063,134.0063
145,437553,Par Central Motor Inn,8285 Parsons Boulevard,Jamaica,NY,11432,40.71611,-73.80788,1.5,355.4,354.4
146,579396,JFK Bed & Breakfast Guesthouse,12804 143rd Street,Jamaica,NY,11436,40.67222,-73.79577,2.5,99.18,69.13
147,606285,Sleep Inn near JFK AirTrain,140-17 Queens Blvd,Jamaica,NY,11435,40.70365,-73.81504,2,149.2564,139.2392
148,598464,Clarion Inn JFK Airport,147-05 Guy R Brewer Boulevard,Jamaica,NY,11434,40.66002,-73.76792,2.5,149.9053,129.7835
149,323646,Ramada Long Island City,3830 Crescent St,Long Island City,NY,11101,40.75511,-73.93647,2,114.1134,113.1134
150,367796,Hotel Vetiver,29-11 39th Avenue,Long Island City,NY,11101,40.75329,-73.93401,3.5,120.25,80.25
151,326948,Best Western Plaza Hotel,3934 21st Street,Long Island City,NY,11101,40.75572,-73.94079,2.5,240.0234,165.02
152,323087,"Country Inn & Suites By Carlson, New York City in Queens, NY",4034 Crescent St,Long Island City,NY,11101,40.75264,-73.93873,3,132.18,110.68
153,400299,Wyndham Garden Long Island City Manhattan View,44-29 9th Street,Long Island City,NY,11101,40.74982,-73.95201,3.5,195,139.51
154,408393,Fairfield Inn & Suites New York Queens/Queensboro Bridge,2927 40th Rd,Long Island City,NY,11101,40.75136,-73.9352,3,209.33,179.33
155,422980,Nesva Hotel,39-12 29th Street,Long Island City,NY,11101,40.7532,-73.93476,2.5,217,158.1062
156,358935,Four Points by Sheraton Long Island City Queensboro Bridge,27-05 39th Avenue,Long Island City,NY,11101,40.75436,-73.93601,3,362.0559,177.3249
157,384957,Z NYC Hotel,11-01 43rd Avenue,Long Island City,NY,11101,40.75183,-73.94808,4,325,265
158,231115,La Quinta Inn Queens (New York City),37-18 Queens Blvd,Long Island City,NY,11101,40.74402,-73.92722,2.5,151.32,150.32
159,202360,City View Inn,3317 Greenpoint Ave,Long Island City,NY,11101,40.73588,-73.93392,2,149.38,99.38
160,258330,Quality Inn,30-03 40th Ave,Long Island City,NY,11101,40.75188,-73.93448,2.5,126.49,125.49
161,241871,Comfort Inn Long Island City,42-24  Crescent St,Long Island City,NY,11101,40.74994,-73.9412,2.5,101.39,100.39
162,265276,Fairfield Inn New York Long Island City/Manhattan View,52-34 Van Dam Street,Long Island City,NY,11101,40.73627,-73.93626,2.5,189.2,159.01
163,256047,Days Inn Long Island City,31-36 Queens Blvd,Long Island City,NY,11101,40.74519,-73.93364,2,189.31,149.31
164,274232,Holiday Inn - Long Island City - Manhattan View,39-05 29th Street,Long Island City,NY,11101,40.75336,-73.93461,3,224.19,109.13
165,195158,Red Roof Inn Queens,3805 Hunters Point Ave.,Long Island City,NY,11101,40.73687,-73.92845,2.5,89.47,69.47
166,324875,Sleep Inn,38-71 13th St,Long Island City,NY,11101,40.75613,-73.94164,2,98.296,97.296
167,265134,Ravel Hotel,8-08 Queens Plaza South,Long Island City,NY,11101,40.75409,-73.94906,4,340.2697,290.2286
168,449009,Home2 Suites by Hilton NY Long Island City/Manhattan View,39-06 30th St.,Long Island City,NY,11101,40.75312,-73.9337,2.5,279.0433,199.0249
169,446403,The Paper Factory Hotel,37-06 36th street,Long Island City,NY,11101,40.75272,-73.92742,4,379.0583,319.0472
170,476997,Howard Johnson Long Island City,38-61 12th Street,Long Island City,NY,11101,40.75667,-73.94224,2,208.1,159.89
171,480987,Hilton Garden Inn New York Long Island City,29-21 41st Avenue,Long Island City,NY,11101,40.75022,-73.93669,3,199.36,179.36
172,482976,The Local,13-02 44th Avenue,Long Island City,NY,11101,40.74969,-73.94762,2,140.45,139.45
173,486516,The Boro Hotel,38-28 27th Street,Long Island City,NY,11101,40.75455,-73.93583,4.5,209.41,149.41
174,582226,LIC Hotel,44-04 21st Street,Long Island City,NY,11101,40.74938,-73.94678,3.5,129.2,129.1
175,605317,"The Vue Hotel, an Ascend Hotel Collection Member",40-47 22nd Street,Long Island City,NY,11101,40.75364,-73.94123,2.5,299.04,249.0377
176,571571,Courtyard Long Island City/New York Manhattan View,29-15 Queens Plaza North,Long Island City,NY,11101,40.74985,-73.93768,3,344,224
177,645462,Aloft Long Island City - Manhattan View,27-45 Jackson Ave,Long Island City,NY,11101,40.74844,-73.93984,3,401.21,179.21
178,644932,Motel 6 Long Island City NY,2632 Skillman Avenue,Long Island City,NY,11101,40.74402,-73.9411,2,138.46,108.46
179,231257,Comfort Inn & Suites LaGuardia Airport,60-30 Maurice Ave,Maspeth,NY,11378,40.7291,-73.90505,2.5,175,174
180,264712,Holiday Inn Express Maspeth,59-40 55th Road,Maspeth,NY,11378,40.72667,-73.90725,2.5,224.99,179.99
181,219370,Dumont NYC-an Affinia hotel,150 E. 34th Street at Lexington Avenue,New York,NY,10016,40.74624,-73.97929,4,349.74,299.24
182,109277,Park Central New York,870 7th Ave,New York,NY,10019,40.76452,-73.98078,4,191,190
183,116103,Blakely New York,136 W 55th St,New York,NY,10019,40.76366,-73.97965,4.5,206.46,205.46
184,415836,Pod 39,145 East 39th Street,New York,NY,10016,40.74929,-73.9767,3,220.0373,130.0206
185,351449,Sheraton Tribeca New York Hotel,370 Canal Street,New York,NY,10013,40.72102,-74.00418,4,350.18,219.18
186,343224,Chelsea Savoy Hotel,204 W 23rd Street,New York,NY,10011,40.74422,-73.99596,2,176.41,175.41
187,326046,"Distrikt Hotel New York City, an Ascend Collection Hotel",342 W 40th St,New York,NY,10018,40.75679,-73.99273,3.5,219.34,129.34
188,358061,Element New York Times Square West,311 West 39th Street,New York,NY,10018,40.75565,-73.99193,3.5,474.21,299.16
189,421592,Hyatt Union Square New York,134 Fourth Avenue,New York,NY,10003,40.73347,-73.98989,4,589.0867,543.1791
190,438922,Hyatt Centric Times Square New York,135 W 45th St,New York,NY,10036,40.75739,-73.98417,4,683.7359,412.9442
191,172653,"Hudson New York, Central Park",358 W 58th St,New York,NY,10019,40.76836,-73.98476,4,469.08,131.05
192,125617,Excelsior Hotel,45 W 81st St,New York,NY,10024,40.78295,-73.97385,3.5,448.8286,328.8777
193,438630,WestHouse New York,201 West 55th Street,New York,NY,10019,40.76442,-73.98144,5,510.49,370.23
194,124573,DoubleTree Suites by Hilton New York City - Times Square,1568 Broadway,New York,NY,10036,40.75904,-73.98475,4,439.19,259.11
195,226121,The Westin New York at Times Square,270 W 43rd Street,New York,NY,10036,40.75779,-73.98902,4.5,309.45,304.45
196,145146,Paramount Times Square,235 West 46th Street,New York,NY,10036,40.75946,-73.98712,4,419.17,182.96
197,112922,New York Hilton Midtown,1335 Avenue Of The Americas,New York,NY,10019,40.76225,-73.97874,4,899.04,203.16
198,360465,DoubleTree by Hilton New York City - Financial District,8 Stone St,New York,NY,10004,40.70402,-74.01242,4,449.0811,329.1227
199,133146,The Franklin Hotel,164 E 87th St,New York,NY,10128,40.77989,-73.9544,3.5,319.35,224.76
200,424023,Refinery Hotel,63 W 38th St,New York,NY,10018,40.75211,-73.98546,5,439.37,279.37
201,273736,DoubleTree by Hilton Hotel New York - Times Square South,341 West 36th Street,New York,NY,10018,40.75422,-73.9943,4,409.43,332.43
202,279075,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street,New York,NY,10001,40.74716,-73.99128,4,249.33,212.33
203,199889,W New York - Times Square,1567 Broadway At 47th St,New York,NY,10036,40.75936,-73.98512,4.5,616.6,381.61
204,163823,The Redbury New York,29 East 29th Street,New York,NY,10016,40.74501,-73.98426,4,479.34,229.34
205,416820,The Westin New York Grand Central,212 East 42nd Street,New York,NY,10017,40.75041,-73.97378,4.5,679.1567,499.1459
206,131795,"The Roosevelt Hotel, New York City",45 E 45th Street,New York,NY,10017,40.75458,-73.97749,4,359.22,229.06
207,217460,Hotel St. James,109 W. 45TH ST.,New York,NY,10036,40.75704,-73.98331,2.5,310.23,309.23
208,332678,Flatiron Hotel,9 West 26th Street,New York,NY,10010,40.74393,-73.98938,4,299.46,199.46
209,163194,The Gallivant Times Square,234 W 48th St,New York,NY,10036,40.76068,-73.98617,3.5,349.13,199.13
210,278067,Ace Hotel New York,20 West 29th Street,New York,NY,10001,40.74587,-73.98823,4,1048.983,177.6384
211,361504,The Pearl New York,233 West 49th Street,New York,NY,10019,40.76127,-73.98565,4,612.9219,264.3803
212,377242,YOTEL New York at Times Square,570 Tenth Avenue,New York,NY,10036,40.75918,-73.9958,4,429,259
213,324037,Four Points by Sheraton Midtown-Times Square,326 W 40th Sreet,New York,NY,10018,40.75659,-73.99224,3.5,460.77,286.48
214,219447,Shelburne NYC-an Affinia hotel,303 Lexington Avenue,New York,NY,10016,40.74848,-73.9782,4,369.08,149.04
215,439332,Viceroy Central Park New York,120 W 57th St,New York,NY,10019,40.76479,-73.97831,5,779.08,209.27
